Transformer_ID,Hydrogen,Oxigen,Nitrogen,Methane,CO,CO2,Ethylene,Ethane,Acethylene,DBDS,Power factor,Interfacial V,Dielectric rigidity,Water content,Health index,Health_Category,Thermal_Stress_Score,Oil_degradation_score,TDCG,Water_BDV_Ratio
TX_413,0,21900,46200,0,46,520,3,0,0,0,1.1,41,36,16,89.5,Excellent,3,0.27174604108383227,49,0.44444443209876583
TX_414,0,21300,46200,0,51,658,0,0,0,0,0.75,37,41,9,96.2,Excellent,0,0.2645277189496344,51,0.21951218976799539
TX_415,0,16443,43308,1,10,348,0,0,0,0,0.83,41,73,5,100,Excellent,1,0.10481930733440656,11,0.06849314974666919
TX_416,0,20000,54700,3,117,699,0,0,0,0,0.05,34,51,2,98.5,Excellent,3,0.22996357012750454,120,0.0392156855055748
TX_417,0,16600,49300,3,105,624,0,0,0,0,0.47,32,55,4,98.5,Excellent,3,0.22774213228052745,108,0.0727272714049587
TX_418,0,17000,55600,4,182,1100,0,0,0,0,0.58,34,57,5,98.5,Excellent,4,0.20969133589064565,186,0.08771929670667901
TX_419,0,21200,60000,5,123,767,0,0,0,0,0.54,32,50,4,98.5,Excellent,5,0.2487668531736694,128,0.07999999840000004
TX_420,0,25600,47100,0,25,467,0,0,0,0,0.33,44,54,3,98.5,Excellent,0,0.16376646098604683,25,0.05555555452674899
TX_421,0,789,20300,6,280,502,0,0,0,0,0.31,46,51,3,98.5,Excellent,6,0.1651006677149904,286,0.05882352825836219
TX_422,0,21500,45600,6,197,2070,34,15,0,4,0.13,44,55,3,98.5,Excellent,55,0.16257720179481688,252,0.05454545355371903
TX_423,0,23100,48600,0,202,2220,6,0,0,6,0.06,45,54,3,98.5,Excellent,6,0.16275903988356427,208,0.05555555452674899
TX_424,0,16100,38600,0,251,5620,21,0,0,0,1,45,56,44,89.7,Excellent,21,0.19651816762472502,272,0.7857142716836738
TX_425,0,14700,36500,2,284,3820,0,0,0,0,1,45,57,42,93,Excellent,2,0.19016570860833154,286,0.7368420923361036
TX_426,0,9444,35331,3,358,5507,6,0,0,0,1,45,75,75,88.8,Good,9,0.15123128237882336,367,0.9999999866666669
TX_427,0,27300,65600,0,56,202,0,0,0,0,1,43,48,3,96.2,Excellent,0,0.19615386889977054,56,0.0624999986979167
TX_428,0,1230,10500,2,113,326,0,0,0,0,1,45,56,5,98.5,Excellent,2,0.15389521680505286,115,0.08928571269132657
TX_429,0,4330,11200,0,81,192,0,0,0,0,1,57,57,4,98.5,Excellent,0,0.08196898729685616,81,0.07017543736534321
TX_430,0,19900,43300,0,114,782,0,0,0,4,1.33,40,54,6,95.5,Excellent,0,0.19552570880501496,114,0.11111110905349798
TX_431,0,25800,57100,0,49,427,0,0,0,0,0.07,45,49,11,96.2,Excellent,0,0.1870765400834426,49,0.22448979133694305
TX_432,0,22800,46800,0,66,914,0,0,0,0,1,41,51,4,98.5,Excellent,0,0.19585787618574504,66,0.0784313710111496
TX_433,0,23200,45800,0,40,620,0,0,0,0,0.76,46,52,5,98.5,Excellent,0,0.1643501419968202,40,0.09615384430473377
TX_434,0,24100,49300,0,84,779,6,0,0,0,1.69,36,47,7,93.2,Excellent,6,0.2454675436728931,90,0.14893616704391135
TX_435,0,24300,50200,0,54,738,0,0,0,0,1.75,44,55,4,95.5,Excellent,0,0.16457512385036116,54,0.0727272714049587
TX_436,0,448,38900,2,24,482,0,99,0,0,4.39,31,53,12,91.2,Excellent,101,0.2610918939176058,125,0.22641509006763982
TX_437,0,22800,44600,0,36,585,0,0,0,0,1,31,51,34,96.5,Excellent,0,0.2842003169872022,36,0.6666666535947715
TX_438,0,16000,48000,2,426,1360,0,0,0,5,0.6,48,54,4,97.2,Excellent,2,0.14778063044156214,428,0.07407407270233199
TX_439,0,23900,45900,0,49,466,0,0,0,5,0.29,45,53,4,98.5,Excellent,0,0.16776639029574306,49,0.07547169668921327
TX_440,0,20300,62500,0,78,190,0,0,0,0,1,45,56,5,98.5,Excellent,0,0.15389521680505286,78,0.08928571269132657
TX_441,0,19500,54800,0,73,196,0,0,0,0,1,46,56,4,98.5,Excellent,0,0.14724676507463397,73,0.07142857015306125
TX_442,0,18400,51700,0,61,304,0,0,0,0,1,43,50,6,98.5,Excellent,0,0.19109922409102736,61,0.11999999760000006
TX_443,18,154,42800,5,127,711,3,91,0,0,1,32,53,7,97.2,Excellent,99,0.24080323137700194,244,0.13207546920612323
TX_444,11,15600,45000,3,309,2240,0,3,0,147,0.5,39,53,3,92.7,Excellent,6,0.3256911222922292,326,0.056603772516909956
TX_445,11,1760,56800,2,41,594,3,49,0,0,1,31,60,27,97.5,Excellent,54,0.2390500437631585,106,0.44999999250000017
TX_446,11,1770,48600,0,30,593,0,60,0,0,3.97,31,58,29,91.5,Excellent,60,0.25768947019809835,101,0.4999999913793105
TX_447,11,1780,56900,2,29,867,0,54,0,0,2.78,31,50,27,91.5,Excellent,56,0.2855834226649585,96,0.5399999892000003
TX_448,11,265,50800,2,54,1050,0,63,0,0,1,30,50,16,96,Excellent,65,0.2742504080618835,130,0.31999999360000014
TX_449,11,15700,41700,0,62,649,0,0,0,0,1,33,44,16,96.2,Excellent,0,0.2825837413952168,73,0.36363635537190103
TX_450,11,222,41000,2,35,309,0,211,0,0,2.53,33,58,30,87.8,Good,213,0.24373413974578773,259,0.5172413703923902
TX_451,17,262,47400,2,46,1050,4,97,0,0,1,33,57,26,96.2,Excellent,103,0.239346036477184,166,0.4561403428747308
TX_452,17,645,49600,6,87,599,5,211,0,0,4.46,33,56,19,89.8,Excellent,222,0.245322443590347,326,0.33928570822704096
TX_453,17,259,53300,2,31,561,0,56,0,0,2.9,32,54,19,92.5,Excellent,58,0.25494612400350103,106,0.35185184533607694
TX_454,17,233,53500,2,40,1230,3,64,0,0,4.18,34,59,42,89.5,Excellent,69,0.2516379498174149,126,0.7118643947141629
TX_455,17,232,48600,2,47,796,0,116,0,0,2.15,30,50,23,87.7,Good,118,0.285044905482783,182,0.4599999908000002
TX_456,17,564,14600,5,320,2450,0,0,0,1,1.07,45,52,6,95.5,Excellent,5,0.172727224475114,342,0.11538461316568052
TX_457,16,1050,51600,15,122,12000,0,21,0,0,0.23,43,47,5,90.4,Excellent,36,0.20040106475826924,174,0.10638297645993668
TX_458,16,2020,56600,6,138,663,0,138,0,0,1,33,58,12,95.8,Excellent,144,0.2198788233624299,298,0.20689654815695607
TX_459,16,2270,65400,0,35,604,0,53,0,0,1.83,33,52,22,94.5,Excellent,53,0.25807709474879453,104,0.42307691494082855
TX_460,16,2030,53800,4,44,709,17,183,0,0,1,33,55,22,94.8,Excellent,204,0.2433077851110638,264,0.3999999927272729
TX_461,12,151,48200,2,34,569,4,48,0,0,1,31,58,20,97.5,Excellent,54,0.23973310387244817,100,0.34482758026159344
TX_462,12,1840,61900,2,36,1560,3,72,0,0,4.5,31,55,36,89.2,Excellent,77,0.279288820660693,125,0.6545454426446283
TX_463,12,285,52500,2,35,895,0,51,0,0,3.22,33,54,37,90.5,Excellent,53,0.2699376141546116,100,0.685185172496571
TX_464,12,465,52700,2,52,918,0,84,0,0,3.83,33,55,24,90.2,Excellent,86,0.2532311030930531,150,0.43636362842975224
TX_465,12,2150,11100,2,170,1440,0,0,0,1,0.73,45,54,6,98.5,Excellent,2,0.16346429442271027,184,0.11111110905349798
TX_466,15,227,52900,3,60,853,3,84,0,0,1,32,56,28,96.2,Excellent,90,0.25125405104913306,165,0.49999999107142873
TX_467,15,334,47100,3,64,622,3,108,0,0,1,32,55,12,97.2,Excellent,114,0.23793437891798547,193,0.21818181421487612
TX_468,15,1280,35000,2,675,2530,0,0,0,5,0.3,45,58,8,94.7,Excellent,2,0.15133198274183593,692,0.1379310321046374
TX_469,15,169,50600,5,77,532,0,72,0,0,1.21,33,54,11,94.2,Excellent,77,0.23602675653365904,169,0.20370369993141296
TX_470,15,308,39700,3,64,581,5,27,0,0,1,32,60,18,98.5,Excellent,35,0.22365842263383245,114,0.2999999950000001
